"IDE_PEDIDO","IDE_PEDIDO_EST","DES_PEDIDO","IDE_PROVEEDOR","DES_PROVEEDOR"
11928,"SO MIG101529","ORDER SALES MIG101529","FedEx","CARRIER FedEx"
11929,"SO MIG101530","ORDER SALES MIG101530","FedEx","CARRIER FedEx"
11930,"SO MIG101531","ORDER SALES MIG101531","FedEx","CARRIER FedEx"
11931,"SO MIG101532","ORDER SALES MIG101532","FedEx","CARRIER FedEx"
11932,"SO MIG101533","ORDER SALES MIG101533","FedEx","CARRIER FedEx"
11933,"SO MIG101534","ORDER SALES MIG101534","FedEx","CARRIER FedEx"
11934,"SO MIG101535","ORDER SALES MIG101535","FedEx","CARRIER FedEx"
11935,"SO MIG101536","ORDER SALES MIG101536","FedEx","CARRIER FedEx"
11936,"SO MIG101537","ORDER SALES MIG101537","FedEx","CARRIER FedEx"
11937,"SO MIG101538","ORDER SALES MIG101538","FedEx","CARRIER FedEx"
11938,"SO MIG101539","ORDER SALES MIG101539","FedEx","CARRIER FedEx"
11939,"SO MIG101540","ORDER SALES MIG101540","FedEx","CARRIER FedEx"
11940,"SO MIG101541","ORDER SALES MIG101541","FedEx","CARRIER FedEx"
11941,"SO MIG101542","ORDER SALES MIG101542","FedEx","CARRIER FedEx"
11942,"SO MIG101543","ORDER SALES MIG101543","FedEx","CARRIER FedEx"
11943,"SO MIG101544","ORDER SALES MIG101544","FedEx","CARRIER FedEx"
11944,"SO MIG101545","ORDER SALES MIG101545","FedEx","CARRIER FedEx"
11945,"SO MIG101546","ORDER SALES MIG101546","FedEx","CARRIER FedEx"
11946,"SO MIG101547","ORDER SALES MIG101547","FedEx","CARRIER FedEx"
11947,"SO MIG101548","ORDER SALES MIG101548","FedEx","CARRIER FedEx"
11948,"SO MIG101549","ORDER SALES MIG101549","FedEx","CARRIER FedEx"
11949,"SO MIG101550","ORDER SALES MIG101550","FedEx","CARRIER FedEx"
11950,"SO MIG101551","ORDER SALES MIG101551","FedEx","CARRIER FedEx"
11951,"SO MIG101552","ORDER SALES MIG101552","FedEx","CARRIER FedEx"
11952,"SO MIG101553","ORDER SALES MIG101553","FedEx","CARRIER FedEx"
11953,"SO MIG101554","ORDER SALES MIG101554","FedEx","CARRIER FedEx"
11954,"SO MIG101555","ORDER SALES MIG101555","FedEx","CARRIER FedEx"
11955,"SO MIG101556","ORDER SALES MIG101556","FedEx","CARRIER FedEx"
11956,"SO MIG101557","ORDER SALES MIG101557","FedEx","CARRIER FedEx"
11957,"SO MIG101558","ORDER SALES MIG101558","FedEx","CARRIER FedEx"
11958,"SO MIG101559","ORDER SALES MIG101559","FedEx","CARRIER FedEx"
11959,"SO MIG101560","ORDER SALES MIG101560","FedEx","CARRIER FedEx"
11960,"SO MIG101561","ORDER SALES MIG101561","FedEx","CARRIER FedEx"
11961,"SO MIG101562","ORDER SALES MIG101562","FedEx","CARRIER FedEx"
11962,"SO MIG101563","ORDER SALES MIG101563","FedEx","CARRIER FedEx"
11963,"SO MIG101564","ORDER SALES MIG101564","FedEx","CARRIER FedEx"
11964,"SO MIG101565","ORDER SALES MIG101565","FedEx","CARRIER FedEx"
11965,"SO MIG101566","ORDER SALES MIG101566","FedEx","CARRIER FedEx"
11966,"SO MIG101567","ORDER SALES MIG101567","FedEx","CARRIER FedEx"
11967,"SO MIG101568","ORDER SALES MIG101568","FedEx","CARRIER FedEx"
11968,"SO MIG101569","ORDER SALES MIG101569","FedEx","CARRIER FedEx"
11969,"SO MIG101570","ORDER SALES MIG101570","FedEx","CARRIER FedEx"
11970,"SO MIG101571","ORDER SALES MIG101571","FedEx","CARRIER FedEx"
11971,"SO MIG101572","ORDER SALES MIG101572","FedEx","CARRIER FedEx"
11972,"SO MIG101573","ORDER SALES MIG101573","FedEx","CARRIER FedEx"
11973,"SO MIG101574","ORDER SALES MIG101574","FedEx","CARRIER FedEx"
11974,"SO MIG101575","ORDER SALES MIG101575","FedEx","CARRIER FedEx"
11975,"SO MIG101576","ORDER SALES MIG101576","FedEx","CARRIER FedEx"
11976,"SO MIG101577","ORDER SALES MIG101577","FedEx","CARRIER FedEx"
11977,"SO MIG101578","ORDER SALES MIG101578","FedEx","CARRIER FedEx"
11978,"SO MIG101579","ORDER SALES MIG101579","FedEx","CARRIER FedEx"
11979,"SO MIG101580","ORDER SALES MIG101580","FedEx","CARRIER FedEx"
11980,"SO MIG101581","ORDER SALES MIG101581","FedEx","CARRIER FedEx"
11981,"SO MIG101582","ORDER SALES MIG101582","FedEx","CARRIER FedEx"
11982,"SO MIG101583","ORDER SALES MIG101583","FedEx","CARRIER FedEx"
11983,"SO MIG101584","ORDER SALES MIG101584","FedEx","CARRIER FedEx"
11984,"SO MIG101585","ORDER SALES MIG101585","FedEx","CARRIER FedEx"
11985,"SO MIG101586","ORDER SALES MIG101586","FedEx","CARRIER FedEx"
11986,"SO MIG101587","ORDER SALES MIG101587","FedEx","CARRIER FedEx"
11987,"SO MIG101588","ORDER SALES MIG101588","FedEx","CARRIER FedEx"
11988,"SO MIG101589","ORDER SALES MIG101589","FedEx","CARRIER FedEx"
11989,"SO MIG101590","ORDER SALES MIG101590","FedEx","CARRIER FedEx"
11990,"SO MIG101591","ORDER SALES MIG101591","FedEx","CARRIER FedEx"
11991,"SO MIG101592","ORDER SALES MIG101592","FedEx","CARRIER FedEx"
11992,"SO MIG101593","ORDER SALES MIG101593","FedEx","CARRIER FedEx"
11993,"SO MIG101594","ORDER SALES MIG101594","FedEx","CARRIER FedEx"
11994,"SO MIG101595","ORDER SALES MIG101595","FedEx","CARRIER FedEx"
11995,"SO MIG101596","ORDER SALES MIG101596","FedEx","CARRIER FedEx"
11996,"SO MIG101597","ORDER SALES MIG101597","FedEx","CARRIER FedEx"
11997,"SO MIG101598","ORDER SALES MIG101598","FedEx","CARRIER FedEx"
11998,"SO MIG101599","ORDER SALES MIG101599","FedEx","CARRIER FedEx"
11999,"SO MIG101600","ORDER SALES MIG101600","FedEx","CARRIER FedEx"
12000,"SO MIG101601","ORDER SALES MIG101601","FedEx","CARRIER FedEx"
12001,"SO MIG101602","ORDER SALES MIG101602","FedEx","CARRIER FedEx"
12002,"SO MIG101603","ORDER SALES MIG101603","FedEx","CARRIER FedEx"
12003,"SO MIG101604","ORDER SALES MIG101604","FedEx","CARRIER FedEx"
12004,"SO MIG101605","ORDER SALES MIG101605","FedEx","CARRIER FedEx"
12005,"SO MIG101606","ORDER SALES MIG101606","FedEx","CARRIER FedEx"
12006,"SO MIG101607","ORDER SALES MIG101607","FedEx","CARRIER FedEx"
12007,"SO MIG101608","ORDER SALES MIG101608","FedEx","CARRIER FedEx"
12008,"SO MIG101609","ORDER SALES MIG101609","FedEx","CARRIER FedEx"
12009,"SO MIG101610","ORDER SALES MIG101610","FedEx","CARRIER FedEx"
12010,"SO MIG101611","ORDER SALES MIG101611","FedEx","CARRIER FedEx"
12011,"SO MIG101612","ORDER SALES MIG101612","FedEx","CARRIER FedEx"
12012,"SO MIG101613","ORDER SALES MIG101613","FedEx","CARRIER FedEx"
12013,"SO MIG101614","ORDER SALES MIG101614","FedEx","CARRIER FedEx"
12014,"SO MIG101615","ORDER SALES MIG101615","FedEx","CARRIER FedEx"
12015,"SO MIG101616","ORDER SALES MIG101616","FedEx","CARRIER FedEx"
12016,"SO MIG101617","ORDER SALES MIG101617","FedEx","CARRIER FedEx"
12017,"SO MIG101618","ORDER SALES MIG101618","FedEx","CARRIER FedEx"
12018,"SO MIG101619","ORDER SALES MIG101619","FedEx","CARRIER FedEx"
12019,"SO MIG101620","ORDER SALES MIG101620","FedEx","CARRIER FedEx"
12020,"SO MIG101621","ORDER SALES MIG101621","FedEx","CARRIER FedEx"
12021,"SO MIG101622","ORDER SALES MIG101622","FedEx","CARRIER FedEx"
12022,"SO MIG101623","ORDER SALES MIG101623","FedEx","CARRIER FedEx"
12023,"SO MIG101624","ORDER SALES MIG101624","FedEx","CARRIER FedEx"
12024,"SO MIG101625","ORDER SALES MIG101625","FedEx","CARRIER FedEx"
12025,"SO MIG101626","ORDER SALES MIG101626","FedEx","CARRIER FedEx"
12026,"SO MIG101627","ORDER SALES MIG101627","FedEx","CARRIER FedEx"
12027,"SO MIG101628","ORDER SALES MIG101628","FedEx","CARRIER FedEx"
12028,"SO MIG101629","ORDER SALES MIG101629","FedEx","CARRIER FedEx"
12029,"SO MIG101630","ORDER SALES MIG101630","FedEx","CARRIER FedEx"
12030,"SO MIG101631","ORDER SALES MIG101631","FedEx","CARRIER FedEx"
12031,"SO MIG101632","ORDER SALES MIG101632","FedEx","CARRIER FedEx"
12032,"SO MIG101633","ORDER SALES MIG101633","FedEx","CARRIER FedEx"
12033,"SO MIG101634","ORDER SALES MIG101634","FedEx","CARRIER FedEx"
12034,"SO MIG101635","ORDER SALES MIG101635","FedEx","CARRIER FedEx"
12035,"SO MIG101636","ORDER SALES MIG101636","FedEx","CARRIER FedEx"
12036,"SO MIG101637","ORDER SALES MIG101637","FedEx","CARRIER FedEx"
12037,"SO MIG101638","ORDER SALES MIG101638","FedEx","CARRIER FedEx"
12038,"SO MIG101639","ORDER SALES MIG101639","FedEx","CARRIER FedEx"
12039,"SO MIG101640","ORDER SALES MIG101640","FedEx","CARRIER FedEx"
12040,"SO MIG101641","ORDER SALES MIG101641","FedEx","CARRIER FedEx"
12041,"SO MIG101642","ORDER SALES MIG101642","FedEx","CARRIER FedEx"
12042,"SO MIG101643","ORDER SALES MIG101643","FedEx","CARRIER FedEx"
12043,"SO MIG101644","ORDER SALES MIG101644","FedEx","CARRIER FedEx"
12044,"SO MIG101645","ORDER SALES MIG101645","FedEx","CARRIER FedEx"
12045,"SO MIG101646","ORDER SALES MIG101646","FedEx","CARRIER FedEx"
12046,"SO MIG101647","ORDER SALES MIG101647","FedEx","CARRIER FedEx"
12047,"SO MIG101648","ORDER SALES MIG101648","FedEx","CARRIER FedEx"
12048,"SO MIG101649","ORDER SALES MIG101649","FedEx","CARRIER FedEx"
12049,"SO MIG101650","ORDER SALES MIG101650","FedEx","CARRIER FedEx"
12050,"SO MIG101651","ORDER SALES MIG101651","FedEx","CARRIER FedEx"
12051,"SO MIG101652","ORDER SALES MIG101652","FedEx","CARRIER FedEx"
12052,"SO MIG101653","ORDER SALES MIG101653","FedEx","CARRIER FedEx"
12053,"SO MIG101654","ORDER SALES MIG101654","FedEx","CARRIER FedEx"
12054,"SO MIG101655","ORDER SALES MIG101655","FedEx","CARRIER FedEx"
12055,"SO MIG101656","ORDER SALES MIG101656","FedEx","CARRIER FedEx"
12056,"SO MIG101657","ORDER SALES MIG101657","FedEx","CARRIER FedEx"
12057,"SO MIG101658","ORDER SALES MIG101658","FedEx","CARRIER FedEx"
12058,"SO MIG101659","ORDER SALES MIG101659","FedEx","CARRIER FedEx"
12059,"SO MIG101660","ORDER SALES MIG101660","FedEx","CARRIER FedEx"
12060,"SO MIG101661","ORDER SALES MIG101661","FedEx","CARRIER FedEx"
12061,"SO MIG101662","ORDER SALES MIG101662","FedEx","CARRIER FedEx"
12062,"SO MIG101663","ORDER SALES MIG101663","FedEx","CARRIER FedEx"
12063,"SO MIG101664","ORDER SALES MIG101664","FedEx","CARRIER FedEx"
12064,"SO MIG101665","ORDER SALES MIG101665","FedEx","CARRIER FedEx"
12065,"SO MIG101666","ORDER SALES MIG101666","FedEx","CARRIER FedEx"
12066,"SO MIG101667","ORDER SALES MIG101667","FedEx","CARRIER FedEx"
12067,"SO MIG101668","ORDER SALES MIG101668","FedEx","CARRIER FedEx"
12068,"SO MIG101669","ORDER SALES MIG101669","FedEx","CARRIER FedEx"
12069,"SO MIG101670","ORDER SALES MIG101670","FedEx","CARRIER FedEx"
12070,"SO MIG101671","ORDER SALES MIG101671","FedEx","CARRIER FedEx"
12071,"SO MIG101672","ORDER SALES MIG101672","FedEx","CARRIER FedEx"
12072,"SO MIG101673","ORDER SALES MIG101673","FedEx","CARRIER FedEx"
12073,"SO MIG101674","ORDER SALES MIG101674","FedEx","CARRIER FedEx"
12074,"SO MIG101675","ORDER SALES MIG101675","FedEx","CARRIER FedEx"
12075,"SO MIG101676","ORDER SALES MIG101676","FedEx","CARRIER FedEx"
12076,"SO MIG101677","ORDER SALES MIG101677","FedEx","CARRIER FedEx"
12077,"SO MIG101678","ORDER SALES MIG101678","FedEx","CARRIER FedEx"
12078,"SO MIG101679","ORDER SALES MIG101679","FedEx","CARRIER FedEx"
12079,"SO MIG101680","ORDER SALES MIG101680","FedEx","CARRIER FedEx"
12080,"SO MIG101681","ORDER SALES MIG101681","FedEx","CARRIER FedEx"
12081,"SO MIG101682","ORDER SALES MIG101682","FedEx","CARRIER FedEx"
12082,"SO MIG101683","ORDER SALES MIG101683","FedEx","CARRIER FedEx"
12083,"SO MIG101684","ORDER SALES MIG101684","FedEx","CARRIER FedEx"
12084,"SO MIG101685","ORDER SALES MIG101685","FedEx","CARRIER FedEx"
12085,"SO MIG101686","ORDER SALES MIG101686","FedEx","CARRIER FedEx"
12086,"SO MIG101687","ORDER SALES MIG101687","FedEx","CARRIER FedEx"
12087,"SO MIG101688","ORDER SALES MIG101688","FedEx","CARRIER FedEx"
12088,"SO MIG101689","ORDER SALES MIG101689","FedEx","CARRIER FedEx"
12089,"SO MIG101690","ORDER SALES MIG101690","FedEx","CARRIER FedEx"
12090,"SO MIG101691","ORDER SALES MIG101691","FedEx","CARRIER FedEx"
12091,"SO MIG101692","ORDER SALES MIG101692","FedEx","CARRIER FedEx"
12092,"SO MIG101693","ORDER SALES MIG101693","FedEx","CARRIER FedEx"
12093,"SO MIG101694","ORDER SALES MIG101694","FedEx","CARRIER FedEx"
12094,"SO MIG101695","ORDER SALES MIG101695","FedEx","CARRIER FedEx"
12095,"SO MIG101696","ORDER SALES MIG101696","FedEx","CARRIER FedEx"
12096,"SO MIG101697","ORDER SALES MIG101697","FedEx","CARRIER FedEx"
12097,"SO MIG101698","ORDER SALES MIG101698","FedEx","CARRIER FedEx"
12098,"SO MIG101699","ORDER SALES MIG101699","FedEx","CARRIER FedEx"
12099,"SO MIG101700","ORDER SALES MIG101700","FedEx","CARRIER FedEx"
12100,"SO MIG101701","ORDER SALES MIG101701","FedEx","CARRIER FedEx"
12101,"SO MIG101702","ORDER SALES MIG101702","FedEx","CARRIER FedEx"
12102,"SO MIG101703","ORDER SALES MIG101703","FedEx","CARRIER FedEx"
12103,"SO MIG101704","ORDER SALES MIG101704","FedEx","CARRIER FedEx"
12104,"SO MIG101705","ORDER SALES MIG101705","FedEx","CARRIER FedEx"
12105,"SO MIG101706","ORDER SALES MIG101706","FedEx","CARRIER FedEx"
12106,"SO MIG101707","ORDER SALES MIG101707","FedEx","CARRIER FedEx"
12107,"SO MIG101708","ORDER SALES MIG101708","FedEx","CARRIER FedEx"
12108,"SO MIG101709","ORDER SALES MIG101709","FedEx","CARRIER FedEx"
12109,"SO MIG101710","ORDER SALES MIG101710","FedEx","CARRIER FedEx"
12110,"SO MIG101711","ORDER SALES MIG101711","FedEx","CARRIER FedEx"
12111,"SO MIG101712","ORDER SALES MIG101712","FedEx","CARRIER FedEx"
12112,"SO MIG101713","ORDER SALES MIG101713","FedEx","CARRIER FedEx"
12113,"SO MIG101714","ORDER SALES MIG101714","FedEx","CARRIER FedEx"
12114,"SO MIG101715","ORDER SALES MIG101715","FedEx","CARRIER FedEx"
12115,"SO MIG101716","ORDER SALES MIG101716","FedEx","CARRIER FedEx"
12116,"SO MIG101717","ORDER SALES MIG101717","FedEx","CARRIER FedEx"
12117,"SO MIG101718","ORDER SALES MIG101718","FedEx","CARRIER FedEx"
12118,"SO MIG101719","ORDER SALES MIG101719","FedEx","CARRIER FedEx"
12119,"SO MIG101720","ORDER SALES MIG101720","FedEx","CARRIER FedEx"
12120,"SO MIG101721","ORDER SALES MIG101721","FedEx","CARRIER FedEx"
12121,"SO MIG101722","ORDER SALES MIG101722","FedEx","CARRIER FedEx"
12122,"SO MIG101723","ORDER SALES MIG101723","FedEx","CARRIER FedEx"
12123,"SO MIG101724","ORDER SALES MIG101724","FedEx","CARRIER FedEx"
12124,"SO MIG101725","ORDER SALES MIG101725","FedEx","CARRIER FedEx"
12125,"SO MIG101726","ORDER SALES MIG101726","FedEx","CARRIER FedEx"
12126,"SO MIG101727","ORDER SALES MIG101727","FedEx","CARRIER FedEx"
12127,"SO MIG101728","ORDER SALES MIG101728","FedEx","CARRIER FedEx"
12128,"SO MIG101729","ORDER SALES MIG101729","FedEx","CARRIER FedEx"
12129,"SO MIG101730","ORDER SALES MIG101730","FedEx","CARRIER FedEx"
12130,"SO MIG101731","ORDER SALES MIG101731","FedEx","CARRIER FedEx"
12131,"SO MIG101732","ORDER SALES MIG101732","FedEx","CARRIER FedEx"
12132,"SO MIG101733","ORDER SALES MIG101733","FedEx","CARRIER FedEx"
12133,"SO MIG101734","ORDER SALES MIG101734","FedEx","CARRIER FedEx"
12134,"SO MIG101735","ORDER SALES MIG101735","FedEx","CARRIER FedEx"
12135,"SO MIG101736","ORDER SALES MIG101736","FedEx","CARRIER FedEx"
12136,"SO MIG101737","ORDER SALES MIG101737","FedEx","CARRIER FedEx"
12137,"SO MIG101738","ORDER SALES MIG101738","FedEx","CARRIER FedEx"
12138,"SO MIG101739","ORDER SALES MIG101739","FedEx","CARRIER FedEx"
12139,"SO MIG101740","ORDER SALES MIG101740","FedEx","CARRIER FedEx"
12140,"SO MIG101741","ORDER SALES MIG101741","FedEx","CARRIER FedEx"
12141,"SO MIG101742","ORDER SALES MIG101742","FedEx","CARRIER FedEx"
12142,"SO MIG101743","ORDER SALES MIG101743","FedEx","CARRIER FedEx"
12143,"SO MIG101744","ORDER SALES MIG101744","FedEx","CARRIER FedEx"
12144,"SO MIG101745","ORDER SALES MIG101745","FedEx","CARRIER FedEx"
12145,"SO MIG101746","ORDER SALES MIG101746","FedEx","CARRIER FedEx"
12146,"SO MIG101747","ORDER SALES MIG101747","FedEx","CARRIER FedEx"
12147,"SO MIG101748","ORDER SALES MIG101748","FedEx","CARRIER FedEx"
12148,"SO MIG101749","ORDER SALES MIG101749","FedEx","CARRIER FedEx"
12149,"SO MIG101750","ORDER SALES MIG101750","FedEx","CARRIER FedEx"
12150,"SO MIG101751","ORDER SALES MIG101751","FedEx","CARRIER FedEx"
12151,"SO MIG101752","ORDER SALES MIG101752","FedEx","CARRIER FedEx"
12152,"SO MIG101753","ORDER SALES MIG101753","FedEx","CARRIER FedEx"
12153,"SO MIG101754","ORDER SALES MIG101754","FedEx","CARRIER FedEx"
12154,"SO MIG101755","ORDER SALES MIG101755","FedEx","CARRIER FedEx"
12155,"SO MIG101756","ORDER SALES MIG101756","FedEx","CARRIER FedEx"
12156,"SO MIG101757","ORDER SALES MIG101757","FedEx","CARRIER FedEx"
12157,"SO MIG101758","ORDER SALES MIG101758","FedEx","CARRIER FedEx"
12158,"SO MIG101759","ORDER SALES MIG101759","FedEx","CARRIER FedEx"
12159,"SO MIG101760","ORDER SALES MIG101760","FedEx","CARRIER FedEx"
12160,"SO MIG101761","ORDER SALES MIG101761","FedEx","CARRIER FedEx"
12161,"SO MIG101762","ORDER SALES MIG101762","FedEx","CARRIER FedEx"
12162,"SO MIG101763","ORDER SALES MIG101763","FedEx","CARRIER FedEx"
12163,"SO MIG101764","ORDER SALES MIG101764","FedEx","CARRIER FedEx"
12164,"SO MIG101765","ORDER SALES MIG101765","FedEx","CARRIER FedEx"
12165,"SO MIG101766","ORDER SALES MIG101766","FedEx","CARRIER FedEx"
12166,"SO MIG101767","ORDER SALES MIG101767","FedEx","CARRIER FedEx"
12167,"SO MIG101768","ORDER SALES MIG101768","FedEx","CARRIER FedEx"
12168,"SO MIG101769","ORDER SALES MIG101769","FedEx","CARRIER FedEx"
12169,"SO MIG101770","ORDER SALES MIG101770","FedEx","CARRIER FedEx"
12170,"SO MIG101771","ORDER SALES MIG101771","FedEx","CARRIER FedEx"
12171,"SO MIG101772","ORDER SALES MIG101772","FedEx","CARRIER FedEx"
12172,"SO MIG101773","ORDER SALES MIG101773","FedEx","CARRIER FedEx"
12173,"SO MIG101774","ORDER SALES MIG101774","FedEx","CARRIER FedEx"
12174,"SO MIG101775","ORDER SALES MIG101775","FedEx","CARRIER FedEx"
12175,"SO MIG101776","ORDER SALES MIG101776","FedEx","CARRIER FedEx"
12176,"SO MIG101777","ORDER SALES MIG101777","FedEx","CARRIER FedEx"
12177,"SO MIG101778","ORDER SALES MIG101778","FedEx","CARRIER FedEx"
12178,"SO MIG101779","ORDER SALES MIG101779","FedEx","CARRIER FedEx"
12179,"SO MIG101780","ORDER SALES MIG101780","FedEx","CARRIER FedEx"
12180,"SO MIG101781","ORDER SALES MIG101781","FedEx","CARRIER FedEx"
12181,"SO MIG101782","ORDER SALES MIG101782","FedEx","CARRIER FedEx"
12182,"SO MIG101783","ORDER SALES MIG101783","FedEx","CARRIER FedEx"
12183,"SO MIG101784","ORDER SALES MIG101784","FedEx","CARRIER FedEx"
12184,"SO MIG101785","ORDER SALES MIG101785","FedEx","CARRIER FedEx"
12185,"SO MIG101786","ORDER SALES MIG101786","FedEx","CARRIER FedEx"
12186,"SO MIG101787","ORDER SALES MIG101787","FedEx","CARRIER FedEx"
12187,"SO MIG101788","ORDER SALES MIG101788","FedEx","CARRIER FedEx"
12188,"SO MIG101789","ORDER SALES MIG101789","FedEx","CARRIER FedEx"
12189,"SO MIG101790","ORDER SALES MIG101790","FedEx","CARRIER FedEx"
12190,"SO MIG101791","ORDER SALES MIG101791","FedEx","CARRIER FedEx"
12191,"SO MIG101792","ORDER SALES MIG101792","FedEx","CARRIER FedEx"
12192,"SO MIG101793","ORDER SALES MIG101793","FedEx","CARRIER FedEx"
12193,"SO MIG101794","ORDER SALES MIG101794","FedEx","CARRIER FedEx"
12194,"SO MIG101795","ORDER SALES MIG101795","FedEx","CARRIER FedEx"
12195,"SO MIG101796","ORDER SALES MIG101796","FedEx","CARRIER FedEx"
12196,"SO MIG101797","ORDER SALES MIG101797","FedEx","CARRIER FedEx"
12197,"SO MIG101798","ORDER SALES MIG101798","FedEx","CARRIER FedEx"
12198,"SO MIG101799","ORDER SALES MIG101799","FedEx","CARRIER FedEx"
12199,"SO MIG101800","ORDER SALES MIG101800","FedEx","CARRIER FedEx"
12200,"SO MIG101801","ORDER SALES MIG101801","FedEx","CARRIER FedEx"
12201,"SO MIG101802","ORDER SALES MIG101802","FedEx","CARRIER FedEx"
12202,"SO MIG101803","ORDER SALES MIG101803","FedEx","CARRIER FedEx"
12203,"SO MIG101804","ORDER SALES MIG101804","FedEx","CARRIER FedEx"
12204,"SO MIG101805","ORDER SALES MIG101805","FedEx","CARRIER FedEx"
12205,"SO MIG101806","ORDER SALES MIG101806","FedEx","CARRIER FedEx"
12206,"SO MIG101807","ORDER SALES MIG101807","FedEx","CARRIER FedEx"
12207,"SO MIG101808","ORDER SALES MIG101808","FedEx","CARRIER FedEx"
12208,"SO MIG101809","ORDER SALES MIG101809","FedEx","CARRIER FedEx"
12209,"SO MIG101810","ORDER SALES MIG101810","FedEx","CARRIER FedEx"
12210,"SO MIG101811","ORDER SALES MIG101811","FedEx","CARRIER FedEx"
12211,"SO MIG101812","ORDER SALES MIG101812","FedEx","CARRIER FedEx"
12212,"SO MIG101813","ORDER SALES MIG101813","FedEx","CARRIER FedEx"
12213,"SO MIG101814","ORDER SALES MIG101814","FedEx","CARRIER FedEx"
12214,"SO MIG101815","ORDER SALES MIG101815","FedEx","CARRIER FedEx"
12215,"SO MIG101816","ORDER SALES MIG101816","FedEx","CARRIER FedEx"
12216,"SO MIG101817","ORDER SALES MIG101817","FedEx","CARRIER FedEx"
12217,"SO MIG101818","ORDER SALES MIG101818","FedEx","CARRIER FedEx"
12218,"SO MIG101819","ORDER SALES MIG101819","FedEx","CARRIER FedEx"
12219,"SO MIG101820","ORDER SALES MIG101820","FedEx","CARRIER FedEx"
12220,"SO MIG101821","ORDER SALES MIG101821","FedEx","CARRIER FedEx"
12221,"SO MIG101822","ORDER SALES MIG101822","FedEx","CARRIER FedEx"
12222,"SO MIG101823","ORDER SALES MIG101823","FedEx","CARRIER FedEx"
12223,"SO MIG101824","ORDER SALES MIG101824","FedEx","CARRIER FedEx"
12224,"SO MIG101825","ORDER SALES MIG101825","FedEx","CARRIER FedEx"
12225,"SO MIG101826","ORDER SALES MIG101826","FedEx","CARRIER FedEx"
12226,"SO MIG101827","ORDER SALES MIG101827","FedEx","CARRIER FedEx"
12227,"SO MIG101828","ORDER SALES MIG101828","FedEx","CARRIER FedEx"
12228,"SO MIG101829","ORDER SALES MIG101829","FedEx","CARRIER FedEx"
12229,"SO MIG101830","ORDER SALES MIG101830","FedEx","CARRIER FedEx"
12230,"SO MIG101831","ORDER SALES MIG101831","FedEx","CARRIER FedEx"
12231,"SO MIG101832","ORDER SALES MIG101832","FedEx","CARRIER FedEx"
